,class,message
3030,ham, gonna let me know cos comes bak from holiday that day  is coming dontgettext me  number 
3031,ham,jokin only lar  depends on which phone my father can get lor
3032,ham,aight lemme know whats up
3033,ham,get ready for  ltgt  inches of pleasure
3034,ham,rajipls do me a favour pls convey my birthday wishes to nimya pls today is her birthday
3035,ham, ok i feel like john lennon
3036,ham,cos darren say ì_ considering mah so i ask ì_
3037,ham,you are not bothering me but you have to trust my answers pls
3038,ham,wishing you and your family merry x mas and happy new year in advance
3039,ham,one day a crab was running on the sea shorethe waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn  gud nyt
3040,ham,aight what time you want me to come up
3041,ham,slaaaaave  where are you  must i summon you to me all the time now  dont you wish to come to me on your own anymore
3042,ham,your bill at  is å so thats not bad
3043,ham,let me know how it changes in the next hrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in hrs
3044,ham,hello yeah ive just got out of the bath and need to do my hair so ill come up when im done yeah
3045,ham,so hows the weather over there
3046,ham,ok not much to do here though hm friday cant wait dunno wot the hell im gonna do for another  weeks become a slob oh wait already done that 
3047,ham,die now i have e toot fringe again
3048,ham,lol they dont know about my awesome phone i could click delete right now if i want
3049,ham,ok
3050,ham,awesome question with a cute answer someone asked a boy how is ur life   he smiled amp answered   she is fine gudnite
3051,ham,please leave this topicsorry for telling that
3052,ham,pls send me the correct name da
3053,ham,what happened to our yo date
3054,spam,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to  now  chance  win å cash wkentp
3055,ham,webpage s not available
3056,ham,just woke up yeesh its late but i didnt fall asleep til ltgt am 
3057,spam,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to  no subscriptions
3058,ham,dear all as we know  ltgt th is the  ltgt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details
3059,ham,kkfrom tomorrow onwards started ah
3060,ham,what u talking bout early morning its almost noon where your at
3061,ham,fine do you remember me
3062,spam,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsmscom text stop to stopcost p 
3063,ham,ok how many should i buy
3064,ham,sounds good keep me posted
3065,spam,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to 
3066,ham,ok so april cant wait
3067,ham,boy you best get yo ass out here quick
3068,ham,ay wana meet on satì_ wkg on sat
3069,ham,im now but have to wait till  for the bus to pick me
3070,ham,apart from the one i told you about yesterday
3071,ham,ok lor but buy wat
3072,ham,somebody should go to andros and steal ice
3073,ham,don know i didt msg him recently
3074,ham,take us out shopping and mark will distract isaiahd
3075,ham,mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola
3076,ham,there is no sense in my foot and penis
3077,ham,okay but i thought you were the expert
3078,ham,deep sigh  i miss you   i am really surprised you havent gone to the net cafe yet to get to me  dont you miss me
3079,ham,ssi thinl role is like sachinjust standing others have to hit
3080,ham,have a great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola
3081,ham,and very importantly all we discuss is between u and i only
3082,ham,kkhow about your training process
3083,ham,ok lor i ned  go toa payoh  a while  return smth u wan  send me there or wat
3084,ham,in da car park 
3085,ham,i wish that i was with you holding you tightly making you see how important you are how much you mean to me  how much i need you  in my life 
3086,ham,so i asked hows anthony dad and your bf
3087,ham,wnevr i wana fal in luv vth my books my bed fals in luv vth me  yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb
3088,ham,what todaysundaysunday is holidayso no work
3089,ham,am going to take bath ill place the key in window
3090,spam,lord of the ringsreturn of the king in store nowreply lotr by  june  chance  win lotr soundtrack cds stdtxtrate reply stop to end txts
3091,ham,dear take care i am just reaching homelove u a lot
3092,ham,staffsciencenusedusgphyhcmkteachingpc
3093,ham,have you emigrated or something ok maybe  was a bit hopeful
3094,ham,olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement hopefully they dont ignore that
3095,ham,we walked from my moms right on stagwood pass right on winterstone left on victors hill address is ltgt
3096,ham,yo you at jp and hungry like a mofo
3097,ham,this is all just creepy and crazy to me
3098,ham,ok i din get ur msg
3099,ham,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas
3100,ham,pathaya enketa maraikara pa
3101,ham,even if he my friend he is a priest call him now
3102,ham,u so lousy run already come back then half dead hee
3103,ham,thats y i said its bad dat all e gals know u wat u doing now
3104,ham,or remind me in a few hrs
3105,ham,i had been hoping i would not have to send you this message my rent is due and i dont have enough for it my reserves are completely gone its a loan i need and was hoping you could her the balance is  ltgt  is there a way i could get that from you till mid march when i hope to pay back
3106,ham,hi happy new year i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is thanks
3107,ham,hello hun how ru its here by the way im good been on  dates with that guy i met in walkabout so far we have to meet up soon hows everyone else
3108,ham,lol i was gonna last month i cashed some in but i left ltgt just in case i was collecting more during the week cause they announced it on the blog
3109,spam,good luck draw takes place th feb  good luck for removal send stop to  customer services 
3110,ham,short but cute   be a good person   but dont try to prove  gud mrng
3111,ham,just havent decided where yet eh 
3112,ham,wat time liao where still got
3113,ham,yes watching footie but worried were going to blow it  phil neville
3114,ham,i wait  ì_ inside da car park
3115,ham,uncle abbey happy new year abiola
3116,ham,now am free call me pa
3117,ham,r u saying i should re order the slippers cos i had to pay for returning it
3118,ham,stop knowing me so well
3119,ham,good evening this is roger how are you
3120,ham,small problem in auctionpunj now asking tiwary
3121,spam,free entry in  a weekly comp for a chance to win an ipod txt pod to  to get entry std txt rate tcs apply  for details 
3122,ham,he telling not to tell any one if so treat for me hi hi hi
3123,ham,my uncles in atlanta wish you guys a great semester
3124,spam,st wk free gr tones str  u each wk txt nokia on to  for classic nokia tones or hit on to  for polys nokiap polyp 
3125,ham,u coming  pick me
3126,ham,thats cool i liked your photos you are very sexy
3127,ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me again that needs to b sacked
3128,ham,haha better late than ever any way i could swing by
3129,ham,ok but i finish at 
3130,spam,lookatme thanks for your purchase of a video clip from lookatme youve been charged p think you can do better why not send a video in a mmsto 
3131,ham,ive been barred from all b and q stores for lifethis twat in orange dungerees came up to me and asked if i wanted decking so i got the first punch in
3132,ham,so no messages had food
3133,ham,ok going to sleep hope i can meet her
3134,ham,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem
3135,ham,can you let me know details of fri when u find out cos im not in tom or fri mentionned chinese thanks
3136,ham,youre right i have now that i think about it
3137,ham,wat r u doing now
3138,ham,is ur lecture over
3139,spam,sexy sexy cum and text me im wet and warm and ready for some porn u up for some fun this msg is free recd msgs p inc vat  cancel text stop
3140,ham,customer place i will call you
3141,ham,not planned yet going to join company on jan  onlydon know what will happen after that
3142,ham,boy i love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli  mutai eerulli kodthini grl i love u kano
3143,ham,haha i heard that text me when youre around
3144,ham,ill get there tomorrow and send it to you
3145,ham,shit babe thasa bit messed upyeh  she shudvetold u did urgran knowneway  illspeak  umoro wen im not asleep
3146,ham,oh thats late well have a good night and i will give u a call tomorrow iam now going to go to sleep night night
3147,ham,cheers u tex mecause u werebored yeah okden hunny r uin wk satsoundåõs likeyour havin grfun j keep updat countinlots of loveme xxxxx
3148,ham,sorry  in meeting ill call you later
3149,ham,yo howz u girls never rang after india l
3150,ham,yeah but which is worse for i
3151,spam,hard live  chat just pmin choose your girl and connect live call  now cheap chat uks biggest live service vu bcmwcnxx
3152,ham,i tagged my friends that you seemed to count as your friends
3153,spam,not heard from u a while call  rude chat private line  to cum wan c pics of me gettin shagged then text pix to  end send stop  sam xxx
3154,ham,ok
3155,ham,long time you remember me today
3156,ham,havent shopping now lor i juz arrive only
3157,ham,thank u it better work out cause i will feel used otherwise
3158,ham,are you up for the challenge i know i am 
3159,ham,how much did ur hdd casing cost
3160,ham,mystery solved just opened my email and hes sent me another batch isnt he a sweetie
3161,ham,i cant describe how lucky you are that im actually awake by noon
3162,spam,this is the nd time we have tried to contact u u have won the å prize to claim just call  b  tcsstop sms  ppm
3163,ham,today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault im basically good
3164,ham,cheers for the card  is it that time of year already
3165,spam,hot live fantasies call now  just p per min ntt ltd po box  croydon cr wb k
3166,ham,when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends bslvyl
3167,ham,ugh hopefully the asus ppl dont randomly do a reformat
3168,ham,havent seen my facebook huh lol
3169,ham,mah b ill pick it up tomorrow
3170,ham,still otside leu come morrow maga
3171,ham,do u still have plumbers tape and a wrench we could borrow
3172,spam,dear voucher holder to claim this weeks offer at you pc please go to  tscs apply
3173,ham,it vl bcum more difficult
3174,spam,ur going  bahamas callfreefone  and speak to a live operator to claim either bahamas cruise ofå cash only to opt out txt x to 
3175,ham,havent still waitin as usual ìï come back sch oredi
3176,ham,in meeting da i will call you
3177,ham,k k  then watch some films
3178,ham,does cinema plus drink appeal tomo  is a fr thriller by director i like on at mac at 
3179,ham,there the size of elephant tablets  u shove um up ur ass
3180,ham,so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends take cr da
3181,ham,my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa    naked
3182,ham,dunno i juz askin cos i got a card got  off  a salon called hair sense so i tot its da one ì_ cut ur hair 
3183,ham,good morning pookie pie lol hope i didnt wake u up
3184,ham,maybe if you woke up before fucking  this wouldnt be a problem
3185,ham,happy birthday to youdearwith lots of loverakhesh nri
3186,ham,howz that persons story
3187,spam,this is the nd time we have tried  contact u u have won the  pound prize  claim is easy call  now only p per min btnationalrate
3188,ham,x  ltgt  are you going to get that
3189,ham,hi neva worry bout da truth coz the truth will lead me  ur heart itåõs the least a unique person like u deserve sleep tight or morning
3190,spam,ur awarded a city break and could win a å summer shopping spree every wk txt store to skilgmetscswinawkageåperwksub
3191,ham,is ur paper today in e morn or aft
3192,ham,i will lick up every drop  are you ready to use your mouth as well
3193,ham,and you will expect you whenever you text hope all goes well tomo 
3194,ham,great p diddy is my neighbor and comes for toothpaste every morning
3195,ham,i av a new number   wil u only use this oneta
3196,ham,so its to be poking man everyday that they teach you in canada abi how are you just saying hi
3197,ham, lor change  suntec wat time u coming
3198,ham,no deam seeing in online shop so that i asked
3199,ham,just curious because my cuz asked what i was up to
3200,ham,nicenicehow is it working
3201,ham,okay lor wah like that def they wont let us go haha what did they say in the terms and conditions
3202,ham,haha yup hopefully  we will lose a few kg by mon after hip hop can go orchard and weigh again
3203,ham,shes good how are you where r u working now
3204,ham,oh yes ive just been a little under the weather so ive kind of been coccooning at home
3205,ham,at home also
3206,ham,this phone has the weirdest auto correct
3207,ham,oops my phone died and i didnt even know yeah i like it better
3208,ham,havent mus ask if u can st wat of meet  lunch den u n him meet can already lor or u wan  go ask da ge st then confirm w me asap
3209,ham,she said do u mind if i go into the bedroom for a minute   ok i sed in a sexy mood she came out  minuts latr wid a caken my wife
3210,ham,oh yeahand hav a great time in newquaysend me a postcard  look after all the girls while im goneu know the im talkin boutxx
3211,ham,we got a divorce lol shes here
3212,ham,whats ur pin
3213,ham,babe have you got enough money to pick up bread and milk  and ill give you it back when you get home 
3214,ham,i want snow its just freezing and windy
3215,spam,urgent we are trying to contact u todays draw shows that you have won a å prize guaranteed call  from land line claim y valid hrs only
3216,ham,come to mahal bus stop ltdecimalgt
3217,ham,don knowthis week im going to tirunelvai da
3218,ham,me too baby i promise to treat you well i bet you will take good care of me
3219,ham,its like that hotel dusk game i think you solve puzzles in a area thing
3220,spam,thanks for your ringtone order reference number x your mobile will be charged  should your tone not arrive please call customer services 
3221,ham,hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright  phews i miss you 
3222,ham,well that must be a pain to catch
3223,ham,sorry da thangamits my mistake
3224,ham,i need coz i never go before 
3225,ham,rose for redred for bloodblood for heartheart for u but u for me send tis to all ur friends including me if u like me if u get back u r poor in relation u need some  to support u r frnd  many some luvs u  some is praying god to marry u try it
3226,ham,wifehow she knew the time of murder exactly
3227,spam,six chances to win cash from  to  pounds txt csh and send to  cost pday days  tsandcs apply reply hl  info
3228,spam,ur cashbalance is currently  pounds  to maximize ur cashin now send collect to  only pmsg cc  po box  tcrw
3229,ham,i feel like a dick because i keep sleeping through your texts and facebook messages sup you in town
3230,ham,no plm i will come da on the way
3231,ham,guess he wants alone time we could just show up and watch when they do
3232,ham,height of recycling read twice people spend time for earning money and the same money is spent for spending time good morning keep smiling
3233,ham,yup ì_ not comin 
3234,ham,yes princess toledo
3235,ham,aight text me when youre back at mu and ill swing by need somebody to get the door for me
3236,ham,ron say fri leh n he said ding tai feng cant make reservations but he said wait lor
3237,ham,good no swimsuit allowed 
3238,ham,am okay will soon be over all the best
3239,ham,a cute thought for friendship its not necessary to share every secret with ur close frnd  but watever u shared should be true
3240,ham,ok ive sent u da latest version of da project
3241,ham,good morning my dear have a great amp successful day
3242,ham,pls accept me for one day or am begging you change the number
3243,ham,squeeeeeze this is christmas hug if u lik my frndshp den hug me back if u get  u r cute  u r luvd  u r so lucky none people hate u
3244,ham,its ok if anybody asks abt me u tel themp
3245,ham,funny fact nobody teaches volcanoes  erupt tsunamis  arise hurricanes  sway aroundn no  teaches hw  choose a wife natural disasters just happens
3246,ham, you gonna ring this weekend or wot
3247,ham,also track down any lighters you can find
3248,ham,sorry i cant help you on this
3249,ham,babe i need your advice
3250,ham,iûll leave around four ok
3251,ham,come to medical college at pm forward it da
3252,ham,kkits goodwhen are you going
3253,ham,i can make lasagna for you vodka
3254,ham,hi its kate can u give me a ring asap xxx
3255,ham,who were those people  were you in a tour  i thought you were doing that sofa thing you sent me  your curious sugar
3256,ham,no but you told me you were going before you got drunk
3257,ham,he fucking chickened out he messaged me he would be late and woould buzz me and then i didnt hear a word from him
3258,spam,congratulations thanks to a good friend u have won the å xmas prize  claim is easy just call  now only p per minute btnationalrate
3259,ham,im always looking for an excuse to be in the city
3260,ham,yup im still having coffee wif my frens my fren drove shell give me a lift
3261,ham,o shore are you takin the bus
3262,ham,so u gonna get deus ex
3263,ham,i will send them to your email do you mind  ltgt  times per night
3264,spam,  do you want a new nokia i colour phone deliveredtomorrow with  free minutes to any mobile   free texts  free camcorder reply or call 
3265,ham,tap  spile at seven  is that pub on gas st off broad st by canal ok
3266,ham,ok then i come n pick u at engin
3267,ham,which is why i never wanted to tell you any of this which is why im so short with you and onedge as of late
3268,ham,raviyog peripherals bhayandar east
3269,ham,k actually can you guys meet me at the sunoco on howard it should be right on the way
3270,spam,you have  new voicemail please call 
3271,ham,moon has come to color your dreams stars to make them musical and my sms to give you warm and peaceful sleep good night
3272,ham,just finished eating got u a plate not leftovers this time
3273,ham,thanx a lot
3274,ham,hurry home u big butt hang up on your last caller if u have to food is done and im starving dont ask what i cooked
3275,ham,lol your right what diet everyday i cheat anyway im meant to be a fatty 
3276,ham,its a great day do have yourself a beautiful one
3277,ham,what happened in interview
3278,ham,solve d case  a man was found murdered on  ltdecimalgt  ltgt  afternoon his wife called police police questioned everyone wife siri was sleeping when the murder took place cook i was cooking gardener i was picking vegetables housemaid i went  d post office children we went  play neighbour we went  a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant
3279,ham,badrith is only for chennaii will surely pick for usno competition for him
3280,ham,i tot its my group mate lucky i havent reply wat time do ì_ need to leave 
3281,ham,hey you around ive got enough for a half  the ten i owe you
3282,ham,hey tmr maybe can meet you at yck
3283,ham,alrite sam its nic just checkin that this is ur numberso is ittb
3284,ham,they are just making it easy to pay back i have  ltgt yrs to say but i can pay back earlier you get
3285,ham,not to worry im sure youll get it
3286,ham,the gas station is like a block away from my house youll drive right by it since armenia ends at swann and you have to take howard
3287,spam,someone u know has asked our dating service  contact you cant guess who call  now all will be revealed pobox  lshb p 
3288,spam,camera  you are awarded a sipix digital camera call  fromm landline delivery within  days
3289,ham,my tuition is at  hm we go for the  to  one do you mind
3290,ham,im not smoking while people use wylie smokes too much to justify ruining my shit
3291,ham,dear good morning how you feeling dear
3292,ham,a little meds say take once every  hours its only been  but pain is back so i took another hope i dont die
3293,ham,beautiful tomorrow never comes when it comes its already today in the hunt of beautiful tomorrow dont waste your wonderful today goodmorning
3294,ham,dunno lei ì_ all decide lor how abt leona oops i tot ben is going n i msg him
3295,ham,hi there we have now moved in our pub  would be great  c u if u cud come up
3296,spam,todays voda numbers ending  are selected to receive a  award if you hava a match please call  quoting claim code  standard rates app 
3297,spam,this message is free welcome to the new  improved sex  dogging club to unsubscribe from this service reply stop msgsp  only
3298,ham,honeybee said im d sweetest in d world god laughed amp said waitu havnt met d person reading this msg moral even god can crack jokes gmgngegn
3299,ham,just do what ever is easier for you
3300,spam,rct thnq adrian for u text rgds vatian
3301,ham,stop calling everyone saying i might have cancer my throat hurts to talk i cant be answering everyones calls if i get one more call im not babysitting on monday
3302,ham,itll be tough but ill do what i have to
3303,ham,im gonnamissu so muchi would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract luv yaxx
3304,ham,ee msg na poortiyagi odalebeku hanumanji  name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee  name  ltgt  janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde  dodda problum nalli siguviri idu matra  ltgt  true dont neglet
3305,ham,hi darlin i finish at  do u   pick me up or meet me text back on this number luv kate xxx
3306,ham,set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day
3307,ham,but im surprised she still can guess right lor
3308,ham,okie ì_ wan meet at bishan cos me at bishan now im not driving today
3309,ham,oh ho is this the first time u use these type of words
3310,ham,hi darlin how was work did u get into trouble ijust talked to your mum all morning i had a really good time last night im goin out soon but call me if u can
3311,ham,i know you are serving i mean what are you doing now
3312,ham,huh hyde park not in mel ah opps got confused anyway if tts e best choice den we juz have to take it
3313,ham,oh gei that happend to me in tron maybe ill dl it in d when its out
3314,spam,free message activate your  free text messages by replying to this message with the word free for terms  conditions visit 
3315,ham,i know girls always safe and selfish know i got it pa thank you good night
3316,ham,no worries hope photo shoot went well have a spiffing fun at workage 
3317,ham,im freezing and craving ice fml
3318,ham,kay since we are out already 
3319,ham,eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office
3320,ham,yo im right by yo work
3321,ham,ok darlin i supose it was ok i just worry too muchi have to do some film stuff my mate and then have to babysit again but you can call me therexx
3322,ham,she said do u mind if i go into the bedroom for a minute   ok i sed in a sexy mood she came out  minuts latr wid a caken my wife
3323,ham,i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them
3324,ham,nope juz off from work
3325,ham,huh so fast dat means u havent finished painting
3326,ham, what number do u live at is it 
3327,ham,no we put party  days a week and study lightly i think we need to draw in some custom checkboxes so they know were hardcore
3328,ham,sac will score big hundredhe is set batsman
3329,ham,send me yettys number pls
3330,ham,how much it will cost approx  per month
3331,ham,ok the theory test when are ì_ going to book i think its on  may coz thought wanna go out with jiayin but she isnt free
3332,spam,you are being contacted by our dating service by someone you know to find out who it is call from a land line  poboxwtgp
3333,ham,thats fine have him give me a call if he knows what he wants or has any questions
3334,ham,sorry got a late start were on the way
3335,ham,then u go back urself lor
3336,ham,i am at the gas station go there
3337,ham,k if u bored up just come to my home
3338,ham,babe  i love you  covers your face in kisses
3339,ham,like i made him throw up when we were smoking in our friends car one time it was awesome
3340,ham,still i have not checked it da  
3341,ham,you will go to walmart ill stay
3342,ham,i havent forgotten you i might have a couple bucks to send you tomorrow k i love ya too
3343,ham,oh great ill disturb him more so that we can talk
3344,ham,reverse is cheating that is not mathematics
3345,ham,ure welcome caught u using broken english again
3346,ham,no problem baby is this is a good time to talk i called and left a message
3347,ham,sorry ill call later
3348,ham,oh is it which brand
3349,ham,sorry i cant take your call right now it so happens that there r waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance
3350,ham,at what time are you coming
3351,ham,call him and say you not coming today ok and tell them not to fool me like this ok
3352,ham,i emailed yifeng my part oredi can ì_ get it fr him
3353,ham,r u sure theyll understand that wine  good idea just had a slurp
3354,ham,minimum walk is miles a day
3355,ham,ok not a problem will get them a taxi c ing  tomorrow and tuesday on tuesday think we r all going to the cinema 
3356,ham,brainless baby dolld vehicle sariyag drive madoke barolla
3357,ham,i dont run away frm u i walk slowly amp it kills me that u dont care enough to stop me
3358,spam,sorry i missed your call lets talk when you have the time im on 
3359,ham,please attend the phone
3360,ham,you only hate me you can call any but you didnt accept even a single call of mine or even you messaged
3361,ham,no messages on her phone im holding it now
3362,ham,can im free
3363,ham,yo my trip got postponed you still stocked up
3364,ham,sorry ill call later
3365,ham,i am waiting for your call sir
3366,ham,hey what are you doing y no reply pa
3367,ham,hey elaine is todays meeting still on
3368,ham,sorry ive not gone to that place ill do so tomorrow really sorry
3369,ham,most of the tiime when i dont let you hug me its so i dont break into tears
3370,ham,tomorrow i am not going to theatre   so i can come wherever u call me   tell me where and when to come tomorrow
3371,ham,and now electricity just went out fml
3372,ham,looks like you found something to do other than smoke great job
3373,ham,also andros ice etc etc
3374,ham, 
3375,ham,good afternon my love how are today i hope your good and maybe have some interviews i wake and miss you babe a passionate kiss from across the sea
3376,ham,yup wun believe wat u really neva c e msg i sent shuhui
3377,ham,hows that watch resizing
3378,ham,dear umma she called me now 
3379,ham,just finished missing you plenty
3380,spam,complimentary  star ibiza holiday or å cash needs your urgent collection  now from landline not to lose out boxskwpppm
3381,ham,well i meant as opposed to my drunken night of before
3382,ham,k must book a not huh so going for yoga basic on sunday
3383,spam,free msgwe billed your mobile number by mistake from shortcode please call  to have charges refundedthis call will be free from a bt landline
3384,ham,ok can
3385,ham,oops  am at my mums in somerset bit far back tomo see you soon x
3386,ham,so u workin overtime nigpun
3387,ham,same as kallis dismissial in nd test
3388,ham,o guess they both got screwd
3389,spam,please call  immediately as there is an urgent message waiting for you
3390,ham,im in a meeting call me later at
3391,ham,what r u cooking me for dinner
3392,ham,ok thanx
3393,ham,bull your plan was to go floating off to ikea with me without a care in the world so i have to live with your mess another day
3394,ham,then i buy
3395,spam,urgent your mobile number has been awarded with a å bonus caller prize call  from land line valid hrs only
3396,ham,heehee that was so funny tho
3397,ham,it only does simple arithmetic not percentages
3398,ham,yeah we wouldnt leave for an hour at least hows  sound
3399,spam,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a å bonus prize call 
3400,ham,thanks honey have a great day
3401,ham,an amazing quote  sometimes in life its difficult to decide whats wrong a lie that brings a smile or the truth that brings a tear
3402,ham,good night my dear sleepwellamptake care
3403,ham,then ì_ ask dad to pick ì_ up lar ìï wan  stay until  meh
3404,ham,jus chillaxin what up
3405,ham,hey das cool iknow all  wellda peril of studentfinancial crisisspk  u lr
3406,ham,beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it goodmorning
3407,spam,do you want a new nokia i colour phone deliveredtomorrow with  free minutes to any mobile   free texts  free camcorder reply or call 
3408,ham,whats that coming over the hill is it a monster hope you have a great day things r going fine here busy though 
3409,ham,joys father is john then john is the ____ of joys father if u ans ths you hav  ltgt  iq tis s ias question try to answer
3410,ham,only once then after ill obey all yours
3411,ham,no she didnt i will search online and let you know
3412,ham,where do you need to go to get it
3413,ham,no pic please resend
3414,ham,he remains a bro amongst bros
3415,ham,uhhhhrmm isnt having tb test bad when youre sick
3416,ham,but i haf enuff space got like  mb
3417,spam,life has never been this much fun and great until you came in you made it truly special for me i wont forget you enjoy  one gbpsms
3418,spam,do you want a new video phone  anytime any network mins  inclusive video calls and downloads  per week free deltomorrow call  or reply now
3419,spam,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a å bonus prize call 
3420,spam,welcome please reply with your age and gender to begin eg m
3421,spam,freemsg month unlimited free calls activate smartcall txt call to no  subscriptngbpwk unlimited calls help  stoptxt stop landlineonly
3422,spam,had your mobile  mths update to latest orange cameravideo phones for free save ås with free textsweekend calls text yes for a callback orno to opt out
3423,spam,am new  club  dont fink we met yet will b gr  c u please leave msg day wiv ur area  reply promised carlie x callsåminmobsmore lkpoboxhpfl
3424,ham,true its easier with her here
3425,ham,sure but since my parents will be working on tuesday i dont really need a cover story
3426,ham,haha okay today weekend leh 
3427,ham,hi darlin did youphone me im athome if youwanna chat
3428,ham,i dont know jack shit about anything or id sayask something helpful but if you want you can pretend that i did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
3429,ham,youve always been the brainy one
3430,ham,yeah if we do have to get a random dude we need to change our info sheets to party  ltgt  never study just to be safe
3431,spam,camera  you are awarded a sipix digital camera call  fromm landline delivery within  days
3432,ham,christmas is an occasion that is celebrated as a reflection of ur values desires affectionsamp traditions have an ideal christmas
3433,ham,sending you greetings of joy and happiness do have a gr evening
3434,ham,hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal when are u free katexxx
3435,ham,if india win or level series means this is record
3436,ham,then what about further plan
3437,ham,its good to hear from you
3438,ham,awesome how do i deal with the gate charles told me last night but uh yeah
3439,ham,what time you thinkin of goin
3440,spam,get a free mobile video player free movie to collect text go to  its free extra films can be ordered ts and cs apply  yrs only
3441,spam,save money on wedding lingerie at  choose from a superb selection with national delivery brought to you by weddingfriend
3442,ham,your board is working fine the issue of overheating is also reslove but still software inst is pending i will come around o clock
3443,ham,yes but i dont care cause i know its there
3444,ham,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal 
3445,ham,mon okie lor haha best is cheap n gd food la ex oso okie depends on whether wana eat western or chinese food den which u prefer 
3446,ham,sitting ard nothing to do lor u leh busy w work
3447,ham,its  ltgt k here oh should i send home for sale
3448,ham,sorry  mail  
3449,ham,ya just telling abt tht incident
3450,ham,yes we were outside for like  hours and i called my whole family to wake them up cause it started at  am
3451,ham,ugh just got outta class
3452,ham,nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication it is very champlaxigating i think it is atrocious wotz ur opinion junna
3453,ham,i dont have any of your file in my bagi was in work when you called mei ll tell you if i find anything in my room
3454,ham,no need lar jus testing e phone card dunno network not gd i thk me waiting  my sis  finish bathing so i can bathe dun disturb u liao u cleaning ur room
3455,ham,ok ill do you right later
3456,ham,friendship poem dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear gud ni
3457,ham,have your lunch and come quickly and open the door
3458,spam,not heard from u a while call me now am here all night with just my knickers on make me beg for it like u did last time  xx luv nikiyunet
3459,ham,i am back bit long cos of accident on a had to divert via wadebridgei had a brilliant weekend thanks speak soon lots of love
3460,ham,k i yan jiu liao sat we can go  bugis vill one frm  to  den hop to parco  nb sun can go cine frm  to  den hop to orc mrt  hip hop at 
3461,spam,bloomberg message center  why wait apply for your future  bloombergcom
3462,ham,i am seeking a lady in the street and a freak in the sheets is that you
3463,ham,my phone
3464,ham,haha figures well i found the piece and priscillas bowl
3465,ham,actually fuck that just do whatever do find an excuse to be in tampa at some point before january though
3466,spam,urgent we are trying to contact u todays draw shows that you have won a å prize guaranteed call  from land line claim m validhrs only
3467,ham,yay finally lol i missed our cinema trip last week 
3468,ham,all day working dayexcept saturday and sunday
3469,ham,aathiwhere are you dear
3470,ham,heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams
3471,ham,i think iûm waiting for the same bus inform me when you get there if you ever get there
3472,ham,you getting back any time soon
3473,ham, hows things just a quick question
3474,ham,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng
3475,ham,i can probably come by everybodys done around  ltgt  right
